"DateTime","Action","Asset","AssetType","Quantity","Price","NotionalValue","Rationale","RowHash","","","","","","","","","","","","","","",""
"2025-06-02T14:57:00Z","Buy","NYSE:TEVA","Stock",179,16.91,3026.89,"Initial allocation","78bafc6d1b1a8ebd68faaa3d4564ad2cf2043043491eb61a3de01de88a21eb7e","","","","","","","","","","","","","","",""
"2025-06-02T15:05:00Z","Buy","NYSE:AEM","Stock",25,123.65,3091.25,"Initial allocation","e83947d42b22d18d20a5263cefbe8f34f136721a48222598f00476f59173c1a7","","","","","","","","","","","","","","",""
"2025-06-02T14:29:00Z","Buy","NASDAQ:WWD","Stock",2,216.64,433.28,"Initial allocation","604db444193109b05d8fe6aa598da90bb95d272d30ec0c13dd02081ba6a10043","","","","","","","","","","","","","","",""
"2025-06-02T14:24:00Z","Buy","NASDAQ:INSM","Stock",10,70.42,704.2,"Initial allocation","8876a441b0d840c065f8b0127d2562fb11c255ba9611364270fd6195ad9047b0","","","","","","","","","","","","","","",""
"2025-06-02T16:06:00Z","Buy","NASDAQ:APP","Stock",5,396.2,1981,"Initial allocation","435729f6dc6a261d735677e4685461081d36722a3b0d11db8f7da34a92f2aef9","","","","","","","","","","","","","","",""
"2025-06-02T18:34:00Z","Buy","OTCMKTS:HESAY","Stock",3,272.66,817.98,"Initial allocation","498b2954e8f4a86c99a0fd647989f50f55224ef24178bb813eb6672f36ae07e3","","","","","","","","","","","","","","",""
"2025-06-19T14:19:22Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","c9d5a39852dc8dbf9f16eb94b30c131032102043c9dc5b34ee333b6057c41279","","","","","","","","","","","","","","",""
"2025-06-19T14:34:28Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","8925c509b72a789c9147ba3ef638f1c44069a614f6e43d772cf74400bd2da114","","","","","","","","","","","","","","",""
"2025-06-19T14:48:58Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","80cab1955e6e1bfdbdb179506293896905c338cc279dfa98269e398f65bbd944","","","","","","","","","","","","","","",""
"2025-06-19T15:06:17Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","55011ba808fca1f1d92a071c4280ccd592299b0bc7bf7ec7b077ec21a2ff877a","","","","","","","","","","","","","","",""
"2025-06-19T15:19:14Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","700ca8874d3adad0623a6f0cb3f397c346dd2b8ddba8689631eb5ade7132d98f","","","","","","","","","","","","","","",""
"2025-06-19T15:33:54Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","b35074c3f18b1085e3d65d536c0db274e5d58b8416da63239c52ef0053e8ee2f","","","","","","","","","","","","","","",""
"2025-06-19T15:50:05Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","7b9640311616f2355afa395d5a29bae67ee6ab6e69d6258e9e2b7b8f5cb91519","","","","","","","","","","","","","","",""
"2025-06-19T16:04:02Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","6bd2bc871df1d27fd37d8a37c0110a833fa5538525087fd004d3e861d3a4dcf4","","","","","","","","","","","","","","",""
"2025-06-19T16:18:56Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","69dce4d5a883a0af97ede6e8473327c2594aef347b37008ca2afa45f07eb06e1","","","","","","","","","","","","","","",""
"2025-06-19T16:34:07Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","25251242fd6497b7f5a1eeb32067fcddca91d81e7c8a0540eaa4131220f8879b","","","","","","","","","","","","","","",""
"2025-06-19T16:48:40Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","80ae93886637eec44d6bfe17d42c2b86f667472e0de6a95ba89115a1bb1d34f8","","","","","","","","","","","","","","",""
"2025-06-19T17:03:51Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","f974900ad995db2d73737d8e71c4d103335a3a8081a141b4f48a68386377b23e","","","","","","","","","","","","","","",""
"2025-06-19T17:18:23Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","17b522b4a407333c1bcbe1187c82142ee6860781765eb5188136fad3d12d4844","","","","","","","","","","","","","","",""
"2025-06-19T17:33:51Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","f8661dd33a32d3e01387f8cc32f243a0f24a8fa6b039a5a093459851497e79b8","","","","","","","","","","","","","","",""
"2025-06-19T17:48:53Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","a97c1092e4cb66043a09bd0e6defff0ab311d0bb0c8f9ad0d135e38e2f7c6607","","","","","","","","","","","","","","",""
"2025-06-19T18:04:10Z","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","c5d87251fafc585c8ce161840ed5579b4bdcdf87ffbe299ef68144dfa59c45e8","","","","","","","","","","","","","","",""
